SMILES,ionicSMILES,Modifier,Behaviour Type,Positive?,1500,2000,2500,3000,3250,3500,3750,4000
CCCCCCCCCCCCCCCC(O)=O,CCCCCCCCCCCCCCCC([O-])=O,1,0,1,-1.342683437,-3.0313523,-5.509850919,-8.834809872,-10.78150271,-12.9010828,-15.08120925,-17.27494527
CC(C1=CC=C(C=C1)/C=C/2\CCCCC2=O)C(=O)O,CC(C1=CC=C(C=C1)/C=C/2\CCCCC2=O)C(=O)[O-],1,0,1,-1.527467455,-3.305603346,-5.567829047,-8.908279123,-10.73536824,-12.76845559,-14.83996952,-16.95765667
C/C=C/C(O)=O,C/C=C/C([O-])=O,0,1,1,-2.5043,-5.71056,-9.70768,-13.60616,-15.1135875,-16.250035,-16.80632,-16.7781
[O-]C(=O)c1ccccc1C2=C3C=C(I)C(=O)C(=C3Oc4c(I)c([O-])c(I)cc24)I,[O-]C(=O)c1ccccc1C2=C3C=C(I)C(=O)C(=C3Oc4c(I)c([O-])c(I)cc24)I,1,1,1,-3.111885529,-6.548850735,-10.04282886,-13.26358615,-14.65550907,-15.64298137,-16.67011941,-16.25
OC(CC(O)=O)C(O)=O,OC(CC(O)=O)C([O-])=O,1,1,1,-6.6265499,-12.30137186,-16.63998657,-16.6084272,-17.6683172,-17.5,-17.5,-16.25
OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[O-]C(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1,0,1,-1.96721,-4.27471,-7.61683,-11.46523,-13.1230325,-14.410345,-15.466575,-16.2017928
C(CS(=O)(=O)O)C(C(C(C(F)(F)F)(F)F)(F)F)(F)F,C(CS(=O)(=O)[O-])C(C(C(C(F)(F)F)(F)F)(F)F)(F)F,1,1,1,-2.62778,-5.69587,-9.70702,-13.67464,-15.104205,-16.04252,-16.4375725,-15.69662488
CCCCC/C=C\C/C=C\CCCCCCCC(=O)O,CCCCC/C=C\C/C=C\CCCCCCCC(=O)[O-],1,2,1,-1.254061592,-2.823984557,-5.247332347,-8.131199399,-9.949333156,-12.08538081,-13.80903519,-15.45832292
CC(C)(C[S](O)(=O)=O)NC(=O)C=C,CC(C)(C[S]([O-])(=O)=O)NC(=O)C=C,1,1,1,-3.729808844,-7.408919949,-11.01473195,-14.83744617,-15.64101794,-16.6213436,-16.02911846,-15.04301176
C1=CC=C2C(=C1)C=CC(=C2N=NC3=CC=C(C=C3)S(=O)(=O)[O-])O,C1=CC=C2C(=C1)C=CC(=C2N=NC3=CC=C(C=C3)S(=O)(=O)[O-])O,1,2,1,-1.838420043,-4.060517629,-6.836350793,-10.57600557,-11.92137148,-13.76940925,-14.625,-15
CC1=CC(=NC(=N1)NS(=O)(=O)C2=CC=C(C=C2)N)C,CC1=CC(=NC(=N1)NS(=O)(=O)C2=CC=C(C=C2)[NH-])C,1,1,1,-2.509397302,-5.592014539,-9.133343214,-13,-14.4375,-15.25,-15.3125,-14.75
CCCCCCCCCCCCCCCCCC(O)=O,CCCCCCCCCCCCCCCCCC([O-])=O,1,0,1,-1.042515392,-2.425845416,-4.560346406,-7.363744598,-8.993755142,-10.67195129,-12.41671489,-14.18361889
CCCCCCCC/C=C\CCCCCCCC(=O)O,CCCCCCCC/C=C\CCCCCCCC(=O)[O-],1,0,1,-1.081291317,-2.549108623,-4.768921771,-7.597219211,-9.203049064,-10.87597558,-12.54332713,-14.17496449
CC(C)C1=CC2=CC[C@@H]3[C@@]([C@H]2CC1)(CCC[C@@]3(C)C(=O)O)C,CC(C)C1=CC2=CC[C@@H]3[C@@]([C@H]2CC1)(CCC[C@@]3(C)C(=O)[O-])C,1,0,1,-0.958766997,-2.264349711,-4.303044742,-6.99871649,-8.577294551,-10.27249978,-12.08781836,-14.0337998
Oc1ccc(c(O)c1)C(=O)c2ccc(O)cc2O,Oc1ccc(c([O-])c1)C(=O)c2ccc(O)cc2O,1,1,1,-3.07093595,-6.605468256,-10.46759802,-13.40136598,-14.875,-15.5,-15.26436586,-14
CCCC(=O)O,CCCC(=O)[O-],0,1,1,-1.91232,-4.31089,-8.3888,-11.59501,-12.784155,-13.628245,-13.9314875,-13.97901
OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[O-]C(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1,0,1,-1.57952,-3.44661,-6.16061,-9.42892,-10.9300425,-12.18101,-13.326955,-13.84216884
C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@]34C)[C@@H]1CC[C@]2(O)C(=O)CO,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@]34C)[C@@H]1CC[C@]2(O)C(=O)C[O-],1,0,1,-0.866370724,-2.155976357,-4.062242155,-6.808939617,-8.106522272,-9.946136156,-11.67175293,-13.35403972
CCCc1cc(O)c2C3C=C(C)CCC3C(C)(C)Oc2c1,CCCc1cc([O-])c2C3C=C(C)CCC3C(C)(C)Oc2c1,1,0,1,-1.130404594,-2.48822712,-4.477946549,-6.948281994,-8.267612449,-9.729182492,-11.31567885,-13.09218047
C(CS(=O)(=O)O)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,C(CS(=O)(=O)[O-])C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,1,0,1,-1.65608,-3.7068,-6.50338,-9.46734,-10.73725,-11.670425,-12.5466825,-13
CCCc1cc(O)c([C@@H]2C=C(C)CC[C@H]2C(C)=C)c(O)c1,CCCc1cc([O-])c([C@@H]2C=C(C)CC[C@H]2C(C)=C)c(O)c1,1,0,1,-1.237891845,-2.600844764,-4.45243656,-6.638684974,-7.921127256,-9.342089581,-10.93676563,-12.62790865
NCC(F)C(O)=O,NCC(F)C([O-])=O,0,1,1,-1.69241,-4.30513,-7.26668,-10.23041,-11.33742,-12.108935,-12.5727925,-12.51315
[NH4+].[NH4+].CCN(Cc1cccc(c1)[S]([O-])(=O)=O)c2ccc(cc2)[C+](c3ccc(cc3)N(CC)Cc4cccc(c4)[S]([O-])(=O)=O)c5ccccc5[S]([O-])(=O)=O,CCN(Cc1cccc(c1)[S]([O-])(=O)=O)c2ccc(cc2)[C+](c3ccc(cc3)N(CC)Cc4cccc(c4)[S]([O-])(=O)=O)c5ccccc5[S]([O-])(=O)=O,1,0,1,-1.23789877,-3.085538271,-5.619490706,-8.585502106,-10.02999894,-11.38425071,-11.99493265,-12.5
C(C(C(=O)O)(F)F)(OC(C(C(OC(F)(F)F)(F)F)(F)F)(F)F)F,C(C(C(=O)[O-])(F)F)(OC(C(C(OC(F)(F)F)(F)F)(F)F)(F)F)F,1,1,1,-1.77862,-3.85476,-6.84005,-10.01577,-11.28014,-12.121115,-12.4513925,-12.25
C1=CC=C2C(=C1)C=CC(=C2N=NC3=CC=C(C=C3)N=NC4=CC=C(C=C4)S(=O)(=O)[O-])O,C1=CC=C2C(=C1)C=CC(=C2N=NC3=CC=C(C=C3)N=NC4=CC=C(C=C4)S(=O)(=O)[O-])O,1,0,1,-0.930543317,-2.080399509,-3.832751118,-6.006191198,-7.157882503,-8.574237553,-10.29004627,-12.25
C1=CC(=CC=C1O)O,C1=CC(=CC=C1O)[O-],0,1,1,-1.79192,-4.05295,-6.95368,-9.99353,-11.2085475,-12.05573,-12.40792,-12.16397
NC[P](O)(O)=O,NC[P](O)([O-])=O,0,1,1,-1.73073,-4.17861,-7.03137,-9.81269,-10.9264675,-11.70425,-12.0636,-11.92257
C[C@]12CCC(=O)C=C1CC[C@H]3[C@@H]4CC[C@](O)(C(=O)CO)[C@@]4(C)C[C@H](O)[C@H]23,C[C@]12CCC(=O)C=C1CC[C@H]3[C@@H]4CC[C@](O)(C(=O)C[O-])[C@@]4(C)C[C@H](O)[C@H]23,1,0,1,-0.675324308,-1.87506057,-3.73666471,-6.229477735,-7.831702042,-9.140867411,-10.51638524,-11.91513608
CC(C(=O)O)(F)F,CC(C(=O)[O-])(F)F,0,1,1,-1.75,-4.58723,-7.54373,-10.31962,-11.320245,-11.982325,-12.1990775,-11.839
OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[O-]C(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1,0,1,-1.28007,-2.76855,-5.01537,-7.76225,-9.1243275,-10.311035,-11.3374225,-11.76833015
CCCCCC[C@H](C/C=C\CCCCCCCC(=O)O)O,CCCCCC[C@H](C/C=C\CCCCCCCC(=O)[O-])O,1,0,1,-1.232238261,-2.753718882,-5.001123589,-7.70261006,-9.036954263,-10.25793067,-11.30192121,-11.73194314
C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@]34C)[C@@H]1CC[C@@H]2C(=O)CO,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@]34C)[C@@H]1CC[C@@H]2C(=O)C[O-],1,0,1,-0.835626209,-1.774179064,-3.144406964,-4.98886315,-6.058362352,-7.467698345,-9.071606848,-10.87261263
CCCCCCCCCCCCO[S]([O-])(=O)=O,CCCCCCCCCCCCO[S]([O-])(=O)=O,1,0,1,-1.789444377,-3.9248853,-6.416983514,-8.764441291,-9.400190575,-10.91159387,-10.68419821,-10.64614215
O[C@@H]([C@H](O)C(O)=O)C(O)=O,O[C@@H]([C@H](O)C([O-])=O)C(O)=O,1,1,1,-4.132995225,-8.015522554,-10.69484006,-11.8296311,-11.48022547,-11.32421203,-11.3551384,-10.20915305
C(=O)(C(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,C(=O)(C(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)[O-],1,0,1,-1.01804,-2.27223,-4.08766,-6.41056,-7.57397,-8.668685,-9.673385,-10.17864934
Nc1ccc(cc1)C(O)=O,Nc1ccc(cc1)C([O-])=O,0,1,1,-1.36712,-3.08066,-5.41245,-7.74913,-8.752415,-9.518625,-9.9847525,-10.02519
C(CS(=O)(=O)O)C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,C(CS(=O)(=O)[O-])C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,1,0,1,-1.0747,-2.45409,-4.37289,-6.65043,-7.72255,-8.665905,-9.4590575,-10
CN(CC(=O)O)S(=O)(=O)C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,CN(CC(=O)[O-])S(=O)(=O)C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,1,0,1,-0.80813,-1.79368,-3.25318,-5.12737,-6.244015,-7.44542,-8.72619,-9.954061289
CCCCCc1cc(O)c2c(OC(C)(C)c3ccc(C)cc23)c1,CCCCCc1cc([O-])c2c(OC(C)(C)c3ccc(C)cc23)c1,1,0,1,-0.69305887,-1.892422112,-3.30145448,-5.01825708,-6.134859099,-7.352999133,-8.658813724,-9.951517153
CCCCCCCCCCCCc1ccccc1[S](O)(=O)=O,CCCCCCCCCCCCc1ccccc1[S]([O-])(=O)=O,1,0,1,-1.009534057,-2.391166118,-4.243098445,-6.917451718,-7.534554569,-9.062547335,-9.68086164,-9.587682832
CCCCCc1cc(O)c2C=CC(C)(CCC=C(C)C)Oc2c1,CCCCCc1cc([O-])c2C=CC(C)(CCC=C(C)C)Oc2c1,1,0,1,-0.857821541,-1.863443772,-3.271023547,-5.072220601,-6.073590031,-7.145050654,-8.331806554,-9.573005399
CCN(CC(=O)O)S(=O)(=O)C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,CCN(CC(=O)[O-])S(=O)(=O)C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,1,0,1,-0.72574,-1.60073,-2.91464,-4.63495,-5.6362525,-6.725155,-7.9044475,-9.00263054
NCCCC(O)=O,NCCCC([O-])=O,0,1,1,-1.33461,-3.28591,-5.74258,-7.88669,-8.6466875,-9.13403,-9.202715,-8.83104
C1=CC=C2C(=C1)C=CC(=C2N=NC3=CC=C(C4=CC=CC=C43)S(=O)(=O)[O-])O,C1=CC=C2C(=C1)C=CC(=C2N=NC3=CC=C(C4=CC=CC=C43)S(=O)(=O)[O-])O,1,1,1,-1.294924155,-2.803050855,-5.00887698,-7.283342765,-8.473967158,-9.125,-9.25,-8.75
OC(=O)c1ccccn1,[O-]C(=O)c1ccccn1,0,1,1,-1.57546,-3.3021,-5.42943,-7.48399,-8.26126,-8.777285,-8.940645,-8.68904
OC(=O)[C@@H]1CCCN1,[O-]C(=O)[C@@H]1CCCN1,0,1,1,-1.25,-3.17591,-5.31204,-7.39472,-8.18252,-8.707095,-8.85283,-8.56704
C(=O)(C(C(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,C(=O)(C(C(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)[O-],1,0,1,-0.83445,-1.81345,-3.34163,-5.2388,-6.279085,-7.25325,-8.156645,-8.478745904
CCCCCc1cc(O)c([C@@H]2C=C(C)CC[C@H]2C(C)=C)c(O)c1,CCCCCc1cc([O-])c([C@@H]2C=C(C)CC[C@H]2C(C)=C)c(O)c1,1,0,1,-0.82588465,-1.813111503,-3.156036413,-4.725222035,-5.540857665,-6.395970883,-7.352544915,-8.447979569
CNC(/NCCSCc1oc(CN(C)C)cc1)=C\[N+]([O-])=O,CNC(/[N-]CCSCc1oc(CN(C)C)cc1)=C\[N+]([O-])=O,1,1,1,-1.237377931,-2.878988205,-4.98874248,-7.669460119,-8.429266298,-8.627259176,-8.72266028,-8.369563604
C[C@]12CC[C@H]3[C@@H](CCc4cc(O[S](O)(=O)=O)ccc34)[C@@H]1CC[C@@H]2O,C[C@]12CC[C@H]3[C@@H](CCc4cc(O[S]([O-])(=O)=O)ccc34)[C@@H]1CC[C@@H]2O,1,0,1,-1.105138568,-2.441941672,-4.246666984,-6.017167265,-6.9375,-7.625,-7.9375,-8.25
NCC[S](O)=O,NCC[S]([O-])=O,0,1,1,-1.61282,-4.07447,-6.58601,-8.80826,-9.51394,-9.85339,-9.7415275,-8.25
O=C1NC(=O)NC(=O)N1,O=C1NC(=O)[N-]C(=O)N1,0,1,1,-1.89826,-4.06624,-6.26189,-8.26832,-8.8708375,-9.10474,-8.8751725,-8.1142
OC(=O)c1cccnc1,[O-]C(=O)c1cccnc1,0,1,1,-1.67912,-3.68554,-5.91611,-7.87174,-8.476485,-8.70454,-8.4874025,-7.75365
NC(CO)C(O)=O,NC(CO)C([O-])=O,0,1,1,-1.75,-4.62046,-6.78303,-8.88424,-9.2826325,-9.35514,-8.834075,-7.75163
OC(=O)[C@@H]1CCC(=O)N1,[O-]C(=O)[C@@H]1CCC(=O)N1,0,1,1,-1.25762,-2.81608,-4.75512,-6.60709,-7.310645,-7.77336,-7.92469,-7.67785
CC(C)CC(O)=O,CC(C)CC([O-])=O,0,1,1,-1.31874,-2.89407,-5.40523,-7.58036,-8.08384,-8.492525,-8.248755,-7.6771
C1=NC2=C(N1)C(=O)NC=N2,C1=NC2=C(N1)C(=O)[N-]C=N2,0,1,1,-1.49145,-3.15089,-4.98251,-7.10897,-7.7464925,-8.077925,-8.0321225,-7.52632
OC(=O)c1ccncc1,[O-]C(=O)c1ccncc1,0,1,1,-1.46296,-3.44785,-5.658,-7.53112,-8.1009825,-8.33757,-8.1487725,-7.48253
Nc1cccc(c1)C(O)=O,Nc1cccc(c1)C([O-])=O,0,1,1,-1.12076,-2.53673,-4.39336,-6.17618,-6.8694,-7.33038,-7.521555,-7.34885
CC(C)NCC(O)COc1ccc(CC(N)=O)cc1,CC(C)NCC(O)COc1ccc(CC([NH-])=O)cc1,1,1,1,-1.755843142,-3.835737724,-6.260269595,-8.906337019,-9.928030875,-10.32420134,-8.1571451,-7.266436975
C(=O)(C(C(C(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,C(=O)(C(C(C(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)[O-],1,0,1,-0.68278,-1.52031,-2.70868,-4.2915,-5.1959525,-6.022265,-6.8119025,-7.117104308
OC(=O)/C=C/C(O)=O,OC(=O)/C=C/C([O-])=O,0,1,1,-1.817578637,-3.973178096,-6.49387148,-8.656309343,-9.315661046,-9.561019232,-9.257635143,-7
OC(=O)c1cccc(O)c1,[O-]C(=O)c1cccc(O)c1,0,1,1,-1.14217,-2.53262,-4.30276,-5.9868,-6.6113475,-7.02305,-7.13173,-6.86177
CCCCCc1cc(O)c(C\C=C(C)\CCC=C(C)C)c(O)c1,CCCCCc1cc(O)c(C\C=C(C)\CCC=C(C)C)c([O-])c1,1,0,1,-0.887318873,-1.770584718,-3.084894496,-4.454751292,-5.065879573,-5.675403281,-6.237813211,-6.809862679
C1=C(C(=O)NC(=O)N1)F,C1=C(C(=O)[N-]C(=O)N1)F,0,1,1,-1.607996406,-3.576748759,-5.762310368,-7.533883807,-8.093511978,-8.132668818,-7.692709617,-6.738669222
OC(=O)c1ccc(F)cc1,[O-]C(=O)c1ccc(F)cc1,0,1,1,-1.28674,-2.89345,-4.82958,-6.51263,-7.0495125,-7.275685,-7.12514,-6.54418
Nc1ncccc1C(O)=O,Nc1ncccc1C([O-])=O,0,1,1,-1.20714,-2.91084,-4.84119,-6.44708,-6.957355,-7.127595,-6.9499475,-6.31599
Oc1ccccc1[N+]([O-])=O,[O-]c1ccccc1[N+]([O-])=O,0,1,1,-1.61605,-3.3656,-5.37359,-7.00581,-7.472165,-7.525025,-7.1511575,-6.27027
C[C@H](CCC([O-])=O)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C,C[C@H](CCC([O-])=O)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C,1,0,1,-0.433731409,-1.052078991,-1.937221392,-3.209921401,-3.897347909,-4.522330749,-5.280217677,-6.037229478
C(=O)(C(C(C(C(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,C(=O)(C(C(C(C(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)[O-],1,0,1,-0.52177,-1.17017,-2.2028,-3.50503,-4.2207875,-4.97105,-5.71994,-5.916442935
Cc1ccccc1O,Cc1ccccc1[O-],0,1,1,-1.48008,-2.87635,-5.96569,-7.77194,-7.96902,-7.66801,-6.96548,-5.80176
CCCCCC(O)=O,CCCCCC([O-])=O,0,1,1,-1.23299,-2.56472,-4.78224,-6.42331,-6.8665475,-6.9563,-6.6451175,-5.80055
COc1ccc2cc(ccc2c1)C(C)C(O)=O,COc1ccc2cc(ccc2c1)C(C)C([O-])=O,0,1,1,-2.46899,-4.84016,-7.3686,-9.10252,-9.30401,-8.9167,-7.86396,-5.43228
OC(=O)c1ccc(cc1)C(O)=O,OC(=O)c1ccc(cc1)C([O-])=O,0,1,1,-0.74207,-2,-3.78416,-5.19915,-5.647205,-5.853465,-5.757175,-5.27587
OC(=O)\C=C\c1ccccc1,[O-]C(=O)\C=C\c1ccccc1,0,1,1,-0.90938,-2.08861,-3.5974,-4.95759,-5.44252,-5.65496,-5.593185,-5.16429
CCC(C(=O)O)C(=O)O,CCC(C(=O)O)C(=O)[O-],0,1,1,-1.41329,-2.7966,-4.25407,-5.22609,-5.30923,-5.13463,-5.0109775,-4.78593
Oc1cc(O)cc(O)c1,Oc1cc(O)cc([O-])c1,0,1,1,-1.3964,-2.98338,-4.79556,-6.26619,-6.6673125,-6.68363,-6.155425,-4.69017
C1=CC(=CC=C1C(=O)O)S,C1=CC(=CC=C1C(=O)[O-])S,0,1,1,-0.903084694,-2.001284718,-3.045238378,-4.75,-5.413124707,-5.408607601,-5.069007631,-4.262690637
CC(C)[C@@H](N)C(O)=O,CC(C)[C@@H](N)C([O-])=O,0,1,1,-0.13504,-2.56787,-4.13058,-5.35355,-5.6106175,-5.578585,-5.14609,-4.2446
CNS(=O)(=O)C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,C[N-]S(=O)(=O)C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,1,1,1,-1.26334,-2.70099,-4.36723,-5.57448,-5.765595,-5.64829,-5.15975,-4.16396001
C(=O)(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,C(=O)(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)[O-],1,0,1,-0.30979,-0.78686,-1.40097,-2.3333,-2.811805,-3.36777,-3.893225,-4.097197018
OC(=O)Cc1c[nH]c2ccccc12,[O-]C(=O)Cc1c[nH]c2ccccc12,0,1,1,-0.62324,-1.24219,-2.16403,-3.53605,-3.9520075,-4.23761,-4.2389775,-4.01624
O[C@@H]1C[C@](O)(C[C@@H](OC(=O)\C=C\c2ccc(O)c(O)c2)[C@@H]1O)C(O)=O,O[C@@H]1C[C@](O)(C[C@@H](OC(=O)\C=C\c2ccc(O)c(O)c2)[C@@H]1O)C([O-])=O,1,1,1,-0.890114087,-2.05350018,-3.599432378,-4.852019474,-4.962943835,-5.437985784,-5.052426809,-4.010488732
Oc1ccc2[nH]ccc2c1,[O-]c1ccc2[nH]ccc2c1,0,1,1,-1.39737,-2.83228,-4.50047,-5.71052,-5.859395,-5.677905,-5.0840125,-4.00281
C[C@@H](O)[C@H](N)C(O)=O,C[C@@H](O)[C@H](N)C([O-])=O,0,1,1,0.15484,-2.91276,-4.50772,-5.71586,-5.886855,-5.700695,-5.0418175,-3.89744
Nc1cc(ccc1C(O)=O)C(O)=O,Nc1cc(ccc1C(O)=O)C([O-])=O,0,1,1,-0.61512,-1.56421,-2.87224,-3.95223,-4.29438,-4.42434,-4.29558,-3.87433
C([C@@H](C(=O)O)N)C(=O)N,C([C@@H](C(=O)[O-])N)C(=O)N,0,1,1,-1.02346,-2.46121,-4.11747,-5.29207,-5.5288575,-5.39611,-4.848095,-3.81727
C1=CC(=CC=C1N=NC2C(=NN(C2=O)C3=CC=C(C=C3)S(=O)(=O)[O-])C(=O)[O-])S(=O)(=O)[O-],C1=CC(=CC=C1N=NC2C(=NN(C2=O)C3=CC=C(C=C3)S(=O)(=O)[O-])C(=O)[O-])S(=O)(=O)[O-],0,1,1,-0.98664,-2.18558,-3.59357,-4.72094,-5.0006125,-4.98288,-4.604705,-3.81439
NC[C@@H]1CC[C@H](CC1)C(O)=O,NC[C@@H]1CC[C@H](CC1)C([O-])=O,0,1,1,-0.94284,-2.18422,-3.54233,-4.62648,-4.9093025,-4.91749,-4.5114825,-3.7057
OC(=O)c1ccccc1O,[O-]C(=O)c1ccccc1O,0,1,1,-1.234,-2.75173,-4.3515,-5.45931,-5.5897725,-5.37445,-4.7277125,-3.57854
CNC1=CC=CC=C1C(=O)O,CNC1=CC=CC=C1C(=O)[O-],0,1,1,-0.850130608,-1.972276585,-3.298888838,-4.419828844,-4.74991083,-4.761796435,-4.347468967,-3.570398651
C(C(C(C(C(F)(F)S(=O)(=O)N)(F)F)(F)F)(F)F)(C(C(C(F)(F)F)(F)F)(F)F)(F)F,C(C(C(C(C(F)(F)S(=O)(=O)[NH-])(F)F)(F)F)(F)F)(C(C(C(F)(F)F)(F)F)(F)F)(F)F,1,1,1,-1.3335,-2.74206,-4.16071,-5.11228,-5.1000075,-4.805365,-4.21142,-3.423537099
Nc1ncnc2nc[nH]c12,[NH-]c1ncnc2nc[nH]c12,0,1,1,0,-2.5,-4.25,-5.40442,-5.4810225,-5.17439,-4.4377,-3.22446
CC(=O)C1=CC=C(C=C1)C(=O)O,CC(=O)C1=CC=C(C=C1)C(=O)[O-],0,1,1,-0.533066975,-1.75,-3.081524039,-4.134917901,-4.407667534,-4.380270883,-4.009449072,-3.208178679
NCCc1ccc(O)cc1,NCCc1ccc([O-])cc1,0,1,1,-1.04417,-2.17238,-3.51238,-4.53519,-4.7004375,-4.585165,-4.0968275,-3.20027
COc1cc(\C=C\C(O)=O)ccc1O,COc1cc(\C=C\C([O-])=O)ccc1O,0,1,1,-0.46027,-1.05097,-1.91123,-2.88892,-3.254835,-3.40182,-3.379455,-3.12868
Oc1ccc2c(Oc3cc(O)ccc3C24OC(=O)c5ccccc45)c1,Oc1ccc2c(Oc3cc([O-])ccc3C24OC(=O)c5ccccc45)c1,1,1,1,-1.567851883,-2.643162924,-4.84604663,-6.501231817,-6.25,-5.25,-4.625,-3
C[C@H](CCC(O)=O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C,C[C@H](CCC([O-])=O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C,1,1,1,-0.556428963,-1.189501522,-2.260008893,-2.7,-2.879028182,-3.375,-3.421376087,-2.865403513
C(=O)(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,C(=O)(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)[O-],1,0,1,-0.07882,-0.32719,-0.76859,-1.44743,-1.77594,-2.17466,-2.5051225,-2.787281149
C(C(C(=O)O)N)C(=O)O,C(C(C(=O)[O-])N)C(=O)O,0,1,1,-1.42132,-2.87802,-4.40716,-5.37149,-5.38657,-5.010445,-4.144825,-2.76748
CCCCCc1cc(O)c([C@@H]2C=C(C)CC[C@H]2C(C)=C)c(O)c1C(O)=O,CCCCCc1cc(O)c([C@@H]2C=C(C)CC[C@H]2C(C)=C)c(O)c1C([O-])=O,1,1,1,-1.023604629,-2.119151079,-3,-4.5,-4.9375,-4.5,-3.875,-2.75
