SMILES,ionicSMILES,Modifier,Behaviour Type,Positive?,1500,2000,2500,3000,3250,3500,3750,4000
CCCC(=O)Nc1ccc(OCC(O)CNC(C)C)c(c1)C(C)=O,CCCC(=O)Nc1ccc(OCC(O)CNC(C)C)c(c1)C(C)=[OH+],1,2,0,0.95,1.1,1.5,2.3,2.8,3.7,4.7,5.9
CCCC(C)(COC(N)=O)COC(=O)NC(C)C,CCCC(C)(COC(N)=[OH+])COC(=O)NC(C)C,0,2,0,0.42,1,2.1,4,5.2,6.5,8.4,10.4
CCCC(C)(COC(N)=O)COC(=O)NC(C)C,CCCC(C)(COC(N)=[OH+])COC(=O)NC(C)C,1,1,0,-2,-3.8,-6.9,-8.6,-9.1,-8.4,-7.9,-5.7
CCCC(C)(COC(N)=O)COC(N)=O,CCCC(C)(COC(N)=O)COC(N)=[OH+],0,2,0,0.22,0.83,1.78,3.56,5.38,7.2,8.94,10.44
CCCC(C)(COC(N)=O)COC(N)=O,CCCC(C)(COC(N)=O)COC(N)=[OH+],1,0,0,-3.5,-6.5,-13.8,-22,-25.5,-27.7,-29.9,-29.7
CCCC(Cn1cncn1)c2ccc(Cl)cc2Cl,CCCC(Cn1cnc[nH+]1)c2ccc(Cl)cc2Cl,0,2,0,0.48,0.98,1.72,3.07,4,4.91,6.26,7.78
CCCC(Cn1cncn1)c2ccc(Cl)cc2Cl,CCCC(Cn1cnc[nH+]1)c2ccc(Cl)cc2Cl,1,0,0,-1.1,-1.98,-2.93,-3.87,-4.22,-4.66,-5.21,-5.83
CCCC[N+]1(C)[C@H]2CC(C[C@H]1[C@@H]3O[C@H]23)OC(=O)C(CO)c4ccccc4,CCCC[N+]1(C)[C@H]2CC(C[C@H]1[C@@H]3O[C@H]23)OC(=O)C(CO)c4ccccc4,0,2,0,0.42,1.01,2,3.52,4.49,5.68,7.08,8.74
CCCC[N+]1(C)[C@H]2CC(C[C@H]1[C@@H]3O[C@H]23)OC(=O)C(CO)c4ccccc4,CCCC[N+]1(C)[C@H]2CC(C[C@H]1[C@@H]3O[C@H]23)OC(=O)C(CO)c4ccccc4,1,2,0,1.3,1.8,2.7,4.1,4.9,6,7.2,8.7
CCCC1COC(Cn2cncn2)(O1)c3ccc(Cl)cc3Cl,CCCC1COC(Cn2cnc[nH+]2)(O1)c3ccc(Cl)cc3Cl,0,2,0,0.44,0.89,1.63,2.85,3.69,4.64,5.78,7.13
CCCC1COC(Cn2cncn2)(O1)c3ccc(Cl)cc3Cl,CCCC1COC(Cn2cnc[nH+]2)(O1)c3ccc(Cl)cc3Cl,1,0,0,-0.77,-1.4,-2.24,-3.08,-3.55,-4.08,-4.75,-5.53
CCCCC(Cn1cncn1)(C#N)c2ccc(Cl)cc2,CCCCC(Cn1cnc[nH+]1)(C#N)c2ccc(Cl)cc2,0,2,0,0.33,0.73,1.39,2.43,3.11,3.87,4.84,6.05
CCCCC(Cn1cncn1)(C#N)c2ccc(Cl)cc2,CCCCC(Cn1cnc[nH+]1)(C#N)c2ccc(Cl)cc2,1,0,0,-1.33,-2.39,-3.88,-5.36,-5.99,-6.53,-7.05,-7.73
CCCCC(O)(Cn1cncn1)c2ccc(Cl)cc2Cl,CCCCC(O)(Cn1cnc[nH+]1)c2ccc(Cl)cc2Cl,0,2,0,0.38,0.83,1.59,2.78,3.59,4.55,5.66,7
CCCCC(O)(Cn1cncn1)c2ccc(Cl)cc2Cl,CCCCC(O)(Cn1cnc[nH+]1)c2ccc(Cl)cc2Cl,1,0,0,-0.84,-1.55,-2.66,-3.77,-4.35,-5.1,-6.04,-7.1
CCCCC1=C(C)NC(=NC1=O)NCC,CCCCC1=C(C)NC(=NC1=[OH+])NCC,0,2,0,0.62,1.07,1.39,2.37,3.35,4.48,5.62,6.44
CCCCC1=C(C)NC(=NC1=O)NCC,CCCCC1=C(C)NC(=NC1=[OH+])NCC,1,0,0,-3.33,-6.08,-11.11,-16.13,-18.63,-20.46,-22.29,-22.98
CCCCc1c(C)nc(NCC)nc1O[S](=O)(=O)N(C)C,CCCCc1c(C)nc(NCC)[nH+]c1O[S](=O)(=O)N(C)C,0,2,0,0.13,0.87,2.22,4.13,5.34,6.92,8.5,10.31
CCCCc1c(C)nc(NCC)nc1O[S](=O)(=O)N(C)C,CCCCc1c(C)nc(NCC)[nH+]c1O[S](=O)(=O)N(C)C,1,0,0,-0.95,-1.84,-3.66,-5.48,-6.57,-7.45,-7.98,-8.23
CCCCN(C)C(=O)Nc1ccc(Cl)c(Cl)c1,CCCCN(C)C(=[OH+])Nc1ccc(Cl)c(Cl)c1,0,2,0,0.21,0.99,2.45,3.58,3.98,5.3,6.62,8.24
CCCCN(C)C(=O)Nc1ccc(Cl)c(Cl)c1,CCCCN(C)C(=[OH+])Nc1ccc(Cl)c(Cl)c1,1,0,0,-1.96,-3.42,-6.23,-9.04,-10.88,-12.63,-14.38,-15.95
CCCCN1CCC(CC1)CNC(=O)C2=CC(=CNC2=O)Cl,CCCCN1CCC(CC1)CNC(=O)C2=CC(=CNC2=[OH+])Cl,0,2,0,0.2,0.2,0.2,0.1,0.3,0.7,1.22,1.8
CCCCN1CCC(CC1)CNC(=O)C2=CC(=CNC2=O)Cl,CCCCN1CCC(CC1)CNC(=O)C2=CC(=CNC2=[OH+])Cl,1,1,0,-4.6,-7.8,-11.1,-12.7,-13.7,-14.2,-14.3,-13.9
CCCCN1CCC(CC1)CNC(=O)C2=CNC(=O)C(=C2)Cl,CCCCN1CCC(CC1)CNC(=O)C2=CNC(=[OH+])C(=C2)Cl,0,2,0,0.3,0.4,0.4,0.4,0.81,1.5,2.37,3.3
CCCCN1CCC(CC1)CNC(=O)C2=CNC(=O)C(=C2)Cl,CCCCN1CCC(CC1)CNC(=O)C2=CNC(=[OH+])C(=C2)Cl,1,0,0,-0.8,-2.2,-4.3,-6.7,-7.9,-8.9,-9.7,-10.3
CCCCNC(=O)N[S](=O)(=O)c1ccc(C)cc1,CCCCNC(=[OH+])N[S](=O)(=O)c1ccc(C)cc1,0,2,0,-0.07,0.47,1.38,2.66,3.77,5.35,6.94,8.7
CCCCNC(=O)N[S](=O)(=O)c1ccc(C)cc1,CCCCNC(=[OH+])N[S](=O)(=O)c1ccc(C)cc1,1,0,0,-1.8,-3.5,-6.6,-9.6,-11.2,-12.5,-14.2,-15
CCCCOC(=O)N(C)SN(C)C(=O)Oc1cccc2CC(C)(C)Oc12,CCCCOC(=O)N(C)SN(C)C(=O)Oc1cccc2CC(C)(C)Oc12,0,2,0,0.58,1.51,2.93,5.07,6.47,8.04,9.86,11.88
CCCCOC(=O)N(C)SN(C)C(=O)Oc1cccc2CC(C)(C)Oc12,CCCCOC(=O)N(C)SN(C)C(=O)Oc1cccc2CC(C)(C)Oc12,1,2,0,-0.43,-0.69,-0.1,0.5,1.75,2.75,4.65,6.56
CCCN(CC)CC1COC2(CCC(CC2)C(C)(C)C)O1,CCC[NH+](CC)CC1COC2(CCC(CC2)C(C)(C)C)O1,0,2,0,0.59,1.28,2.41,4.24,5.47,6.8,8.4,10.23
CCCN(CC)CC1COC2(CCC(CC2)C(C)(C)C)O1,CCC[NH+](CC)CC1COC2(CCC(CC2)C(C)(C)C)O1,1,2,0,0.03,-0.07,0.52,1.11,1.96,2.93,4.29,5.89
CCCN(CCOc1c(Cl)cc(Cl)cc1Cl)C(=O)n2ccnc2,CCCN(CCOc1c(Cl)cc(Cl)cc1Cl)C(=[OH+])n2ccnc2,0,2,0,0.48,1,1.7,3.17,4.26,5.22,6.72,8.09
CCCN(CCOc1c(Cl)cc(Cl)cc1Cl)C(=O)n2ccnc2,CCCN(CCOc1c(Cl)cc(Cl)cc1Cl)C(=[OH+])n2ccnc2,1,0,0,-0.29,-0.46,-1.23,-1.99,-2.58,-3.35,-4.1,-4.91
CCCNCC(O)COc1ccccc1C(=O)CCc2ccccc2,CCCNCC(O)COc1ccccc1C(=[OH+])CCc2ccccc2,0,2,0,0.56,1.47,2.99,5.29,6.86,8.62,10.74,13.39
CCCNCC(O)COc1ccccc1C(=O)CCc2ccccc2,CCCNCC(O)COc1ccccc1C(=[OH+])CCc2ccccc2,1,2,0,1.1,1.4,2.4,4.3,5.6,7.2,9.1,11.2
CCCOC(=O)NCCCN(C)C,CCCOC(=[OH+])NCCCN(C)C,0,2,0,0.2,0.73,1.81,3.64,4.95,6.66,8.5,10.64
CCCOC(=O)NCCCN(C)C,CCCOC(=[OH+])NCCCN(C)C,1,2,0,-0.1,-0.16,0.68,1.52,2.47,3.78,5.39,7.24
CCCOCC(=Nc1ccc(Cl)cc1C(F)(F)F)n2ccnc2,CCCOCC(=Nc1ccc(Cl)cc1C(F)(F)F)n2cc[nH+]c2,0,2,0,0.39,0.87,1.62,3.14,4.23,5.23,6.63,8.05
CCCOCC(=Nc1ccc(Cl)cc1C(F)(F)F)n2ccnc2,CCCOCC(=Nc1ccc(Cl)cc1C(F)(F)F)n2cc[nH+]c2,1,0,0,-0.65,-1.11,-2.24,-3.37,-4.36,-5.6,-7,-8.47
CCN(CC)C(=O)SCc1ccc(Cl)cc1,CCN(CC)C(=[OH+])SCc1ccc(Cl)cc1,0,2,0,0.17,0.75,1.81,3.42,4.51,5.97,7.63,9.44
CCN(CC)CC(=O)Nc1c(C)cccc1C,CCN(CC)CC(=[OH+])Nc1c(C)cccc1C,0,2,0,0.45,0.91,1.69,3.12,4.37,5.87,7.46,9.47
CCN(CC)CC(=O)Nc1c(C)cccc1C,CCN(CC)CC(=[OH+])Nc1c(C)cccc1C,1,1,0,-0.95,-2.2,-2.4,-0.7,0.8,2.1,3.9,5.8
CCN(CC)CCCC(C)Nc1cc(OC)cc2cccnc12,CCN(CC)CCCC(C)Nc1cc(OC)cc2ccc[nH+]c12,0,2,0,0.52,1.2,2.35,4.11,5.27,6.67,8.38,9.96
CCN(CC)CCCC(C)Nc1cc(OC)cc2cccnc12,CCN(CC)CCCC(C)Nc1cc(OC)cc2ccc[nH+]c12,1,2,0,1.45,2,3.1,4.9,6,7.3,8.7,10.4
CCN(Cc1ccc(Cl)nc1)\C(NC)=C\[N+]([O-])=O,CCN(Cc1ccc(Cl)nc1)\C(NC)=C\[N+]([OH+])=O,0,2,0,0.19,0.51,1.06,1.78,2.33,3.38,4.4,5.81
CCN(Cc1ccc(Cl)nc1)\C(NC)=C\[N+]([O-])=O,CCN(Cc1ccc(Cl)nc1)\C(NC)=C\[N+]([OH+])=O,1,0,0,-2.37,-4.35,-7.68,-11.01,-13.62,-15.96,-18.11,-19.83
CCN(OC(=O)c1ccccc1)C(=O)c2c(OC)ccc(Cl)c2OC,CCN(OC(=[OH+])c1ccccc1)C(=O)c2c(OC)ccc(Cl)c2OC,0,2,0,0.44,1.08,1.87,3.89,5.37,6.19,7.83,9.65
CCN(OC(=O)c1ccccc1)C(=O)c2c(OC)ccc(Cl)c2OC,CCN(OC(=[OH+])c1ccccc1)C(=O)c2c(OC)ccc(Cl)c2OC,1,1,0,-1.15,-1.9,-3.21,-4.52,-4.75,-4.32,-3.6,-2.1
CCN1CCCC1CNC(=O)c2cc(ccc2OC)[S](N)(=O)=O,CCN1CCCC1CNC(=[OH+])c2cc(ccc2OC)[S](N)(=O)=O,0,2,0,0.35,0.87,1.76,3.08,3.9,4.98,6.18,7.59
CCN1CCCC1CNC(=O)c2cc(ccc2OC)[S](N)(=O)=O,CCN1CCCC1CNC(=[OH+])c2cc(ccc2OC)[S](N)(=O)=O,1,2,0,1.3,1.8,2.5,3.8,4.6,5.6,6.7,8.1
CCNC(=O)[C@H](C)OC(=O)Nc1ccccc1,CCNC(=O)[C@H](C)OC(=[OH+])Nc1ccccc1,0,2,0,0.26,0.67,1.4,2.79,3.8,4.92,6.42,8.22
CCNC(=O)[C@H](C)OC(=O)Nc1ccccc1,CCNC(=O)[C@H](C)OC(=[OH+])Nc1ccccc1,1,0,0,-4.33,-7.59,-13.93,-20.27,-22.97,-25.29,-25.97,-27.3
CCNC(C)C(=O)C1=CC2=C(C=C1)OCO2,CCNC(C)C(=[OH+])C1=CC2=C(C=C1)OCO2,0,2,0,0,0.02,0.27,1.04,1.71,2.59,3.74,5.21
CCNC(C)C(=O)C1=CC2=C(C=C1)OCO2,CCNC(C)C(=[OH+])C1=CC2=C(C=C1)OCO2,1,0,0,-2.25,-4.5,-8.7,-13.1,-15.1,-16.5,-17.7,-17.9
CCNc1nc(NC(C)(C)C)nc(OC)n1,CCNc1nc(NC(C)(C)C)[nH+]c(OC)n1,0,2,0,0.46,1.24,2.55,4.38,5.55,7.09,8.63,10.48
CCNc1nc(NC(C)(C)C)nc(OC)n1,CCNc1nc(NC(C)(C)C)[nH+]c(OC)n1,1,0,0,-1.37,-2.56,-5.16,-7.76,-8.78,-9.59,-10.4,-10.29
CCNc1nc(NC(C)(C)C)nc(SC)n1,CCNc1nc(NC(C)(C)C)[nH+]c(SC)n1,0,2,0,0.49,1.25,2.53,4.33,5.48,6.95,8.41,10.18
CCNc1nc(NC(C)(C)C)nc(SC)n1,CCNc1nc(NC(C)(C)C)[nH+]c(SC)n1,1,0,0,-1,-1.9,-3.64,-5.39,-6.19,-6.57,-6.95,-6.7
CCNc1nc(NC(C)C)nc(SC)n1,CCNc1nc(NC(C)C)[nH+]c(SC)n1,0,2,0,0.44,1.15,2.38,4.04,5.07,6.37,7.67,9.29
CCNc1nc(NC(C)C)nc(SC)n1,CCNc1nc(NC(C)C)[nH+]c(SC)n1,1,0,0,-1.33,-2.49,-4.77,-7.06,-8.17,-8.76,-9.35,-9.18
CCNc1nc(NC(C)CC)nc(OC)n1,CCNc1nc(NC(C)CC)[nH+]c(OC)n1,0,2,0,0.52,1.19,2.39,4.19,5.37,6.86,8.48,10.5
CCNc1nc(NC(C)CC)nc(OC)n1,CCNc1nc(NC(C)CC)[nH+]c(OC)n1,1,1,0,-1.39,-2.6,-5.18,-7.76,-8.79,-9.91,-10.37,-10.17
CCNc1nc(NCC)nc(SC)n1,CCNc1nc(NCC)[nH+]c(SC)n1,0,2,0,0.33,0.72,1.42,2.72,3.69,4.84,6.33,8.11
CCNc1nc(NCC)nc(SC)n1,CCNc1nc(NCC)[nH+]c(SC)n1,1,0,0,-1.77,-3.26,-6.19,-9.11,-10.55,-11.62,-12.21,-12.16
CCOC(=O)C(Cl)Cc1cc(N2N=C(C)N(C(F)F)C2=O)c(F)cc1Cl,CCOC(=[OH+])C(Cl)Cc1cc(N2N=C(C)N(C(F)F)C2=O)c(F)cc1Cl,0,2,0,0.28,0.7,1.4,2.56,3.33,4.01,4.68,5.97
CCOC(=O)C(Cl)Cc1cc(N2N=C(C)N(C(F)F)C2=O)c(F)cc1Cl,CCOC(=[OH+])C(Cl)Cc1cc(N2N=C(C)N(C(F)F)C2=O)c(F)cc1Cl,1,1,0,-0.67,-0.97,-1.46,-1.96,-1.44,-0.9,-0.39,0.5
CCOC(=O)C1(CCNCC1)c2ccccc2,CCOC(=[OH+])C1(CCNCC1)c2ccccc2,0,2,0,0.4,0.91,1.9,3.59,4.72,6.11,7.72,9.6
CCOC(=O)C1(CCNCC1)c2ccccc2,CCOC(=[OH+])C1(CCNCC1)c2ccccc2,1,0,0,-2.1,-4.2,-8.5,-13.8,-16.9,-20,-22.8,-25.2
CCOC(=O)Nc1ccc(cc1)C(=O)N2CCCCC2,CCOC(=[OH+])Nc1ccc(cc1)C(=O)N2CCCCC2,0,2,0,0.9,1.5,2.4,3.4,4.04,4.9,6.11,7.8
CCOC(=O)Nc1ccc(cc1)C(=O)N2CCCCC2,CCOC(=[OH+])Nc1ccc(cc1)C(=O)N2CCCCC2,1,0,0,-0.5,-1.4,-3,-5.1,-6.5,-8.3,-10.4,-12.6
CCOC(=O)Nc1ccc(NCc2ccc(F)cc2)cc1N,CCOC(=[OH+])Nc1ccc(NCc2ccc(F)cc2)cc1N,0,2,0,0.54,1.19,2.32,4.04,5.25,6.72,8.42,10.32
CCOC(=O)Nc1cccc(OC(=O)Nc2ccccc2)c1,CCOC(=O)Nc1cccc(OC(=[OH+])Nc2ccccc2)c1,0,2,0,0.27,0.87,2.05,3.56,4.48,5.87,7.11,8.98
CCOC(=O)Nc1ccccc1C(=O)N2CCCCC2,CCOC(=O)Nc1ccccc1C(=[OH+])N2CCCCC2,0,2,0,0.7,1.3,2.5,4.2,5.33,6.7,8.38,10.4
CCOC(=O)Nc1ccccc1C(=O)N2CCCCC2,CCOC(=O)Nc1ccccc1C(=[OH+])N2CCCCC2,1,1,0,-1.2,-2.8,-4.8,-6.5,-6.8,-6.7,-6.1,-4.8
CCOC(=O)NCCOc1ccc(Oc2ccccc2)cc1,CCOC(=[OH+])NCCOc1ccc(Oc2ccccc2)cc1,0,2,0,0.17,0.73,1.65,3.07,3.98,5.02,6.44,7.97
CCOC(=O)NCCOc1ccc(Oc2ccccc2)cc1,CCOC(=[OH+])NCCOc1ccc(Oc2ccccc2)cc1,1,0,0,-2.25,-3.28,-6.16,-9.05,-10.26,-11.65,-12.18,-13.64
CCOC(=O)OC1=C(C(=O)NC12CCC(CC2)OC)C3=C(C=CC(=C3)C)C,CCOC(=[OH+])OC1=C(C(=O)NC12CCC(CC2)OC)C3=C(C=CC(=C3)C)C,0,2,0,0.55,1.25,2.33,4.04,5.24,6.68,8.13,9.96
CCOC(=O)OC1=C(C(=O)NC12CCC(CC2)OC)C3=C(C=CC(=C3)C)C,CCOC(=[OH+])OC1=C(C(=O)NC12CCC(CC2)OC)C3=C(C=CC(=C3)C)C,1,0,0,0.07,0.03,-0.16,-0.35,-0.6,-0.9,-1.19,-1.44
CCOc1cc(ccc1C2COC(=N2)c3c(F)cccc3F)C(C)(C)C,CCOc1cc(ccc1C2COC(=[NH+]2)c3c(F)cccc3F)C(C)(C)C,0,2,0,0.57,1.38,2.72,4.82,6.24,7.91,9.58,11.56
CCOc1cc(ccc1C2COC(=N2)c3c(F)cccc3F)C(C)(C)C,CCOc1cc(ccc1C2COC(=[NH+]2)c3c(F)cccc3F)C(C)(C)C,1,2,0,-0.1,-0.22,0.09,0.4,1.07,2.14,3.21,4.81
CCOc1ccc(NC(=O)OC(C)C)cc1OCC,CCOc1ccc(NC(=[OH+])OC(C)C)cc1OCC,0,2,0,-1.02,-0.4,1.7,3.42,3.81,5.16,6.5,8
CCOc1ccc(NC(=O)OC(C)C)cc1OCC,CCOc1ccc(NC(=[OH+])OC(C)C)cc1OCC,1,0,0,-0.45,-0.75,-2.29,-3.83,-5.08,-6.37,-7.1,-7.27
CCOc1ccc(NC(C)=O)cc1,CCOc1ccc(NC(C)=[OH+])cc1,0,2,0,-0.08,-0.3,-0.3,0.36,1.04,2.01,3.32,5.05
CCOc1ccc(NC(C)=O)cc1,CCOc1ccc(NC(C)=[OH+])cc1,1,0,0,-3.6,-6.7,-12.5,-20.5,-25.3,-29.9,-34.4,-38.2
CCOC1Oc2ccc(O[S](C)(=O)=O)cc2C1(C)C,CCOC1Oc2ccc(O[S](C)(=[OH+])=O)cc2C1(C)C,0,2,0,0.45,0.99,1.92,3.46,4.42,5.4,7.15,9.4
CCOC1Oc2ccc(O[S](C)(=O)=O)cc2C1(C)C,CCOC1Oc2ccc(O[S](C)(=[OH+])=O)cc2C1(C)C,1,0,0,-1.06,-1.91,-2.88,-3.86,-4.25,-4.62,-5.1,-5.8
CCSC(C)CC1CC(=O)C(C(=O)C1)C(/CC)=N/OC\C=C\Cl,CCSC(C)CC1CC(=[OH+])C(C(=O)C1)C(/CC)=N/OC\C=C\Cl,0,2,0,-0.17,-0.17,0.05,0.53,0.93,1.63,2.38,3.48
CCSC(C)CC1CC(=O)C(C(=O)C1)C(/CC)=N/OC\C=C\Cl,CCSC(C)CC1CC(=[OH+])C(C(=O)C1)C(/CC)=N/OC\C=C\Cl,1,0,0,-0.45,-0.69,-1.35,-2.02,-2.69,-3.41,-4.21,-5.03
Clc1cc(NC(=O)Nc2ccccc2)ccn1,Clc1cc(NC(=[OH+])Nc2ccccc2)ccn1,0,2,0,0.34,0.7,1.32,2.42,3.21,4.17,5.36,6.83
Clc1cc(NC(=O)Nc2ccccc2)ccn1,Clc1cc(NC(=[OH+])Nc2ccccc2)ccn1,1,0,0,-1.89,-3.44,-6.94,-10.45,-12.94,-15.54,-17.97,-20.11
Clc1ccc(cc1)c2ccccc2NC(=O)c3cccnc3Cl,Clc1ccc(cc1)c2ccccc2NC(=[OH+])c3cccnc3Cl,0,2,0,0.41,0.89,1.71,2.96,3.76,4.72,5.89,7.21
Clc1ccc(cc1)c2ccccc2NC(=O)c3cccnc3Cl,Clc1ccc(cc1)c2ccccc2NC(=[OH+])c3cccnc3Cl,1,0,0,-1.43,-2.61,-3.44,-4.27,-5.93,-6.82,-7.71,-8.19
Clc1ccc(CCC(Cn2cncn2)(C#N)c3ccccc3)cc1,Clc1ccc(CCC(Cn2c[nH+]cn2)(C#N)c3ccccc3)cc1,0,2,0,2.69,3.7,3.79,4.71,5.87,6.53,7.19,8.76
Clc1ccc(CCC(Cn2cncn2)(C#N)c3ccccc3)cc1,Clc1ccc(CCC(Cn2c[nH+]cn2)(C#N)c3ccccc3)cc1,1,0,0,-0.74,-1.35,-2.24,-3.13,-3.38,-3.59,-3.8,-3.96
Clc1ccc(CN(C2CCCC2)C(=O)Nc3ccccc3)cc1,Clc1ccc(CN(C2CCCC2)C(=[OH+])Nc3ccccc3)cc1,0,2,0,0.49,1.2,2.35,3.94,4.96,6.29,7.62,9.25
Clc1ccc(CN(C2CCCC2)C(=O)Nc3ccccc3)cc1,Clc1ccc(CN(C2CCCC2)C(=[OH+])Nc3ccccc3)cc1,1,0,0,-0.85,-1.63,-3.7,-5.78,-6.87,-7.73,-8.6,-9.01
Clc1ccc(CN2CCSC2=NC#N)cn1,Clc1ccc(CN2CCSC2=NC#N)c[nH+]1,0,2,0,0.18,0.23,0.23,0.44,0.74,1.27,1.98,2.9
Clc1ccc(CN2CCSC2=NC#N)cn1,Clc1ccc(CN2CCSC2=NC#N)c[nH+]1,1,0,0,-1.91,-3.5,-8.23,-12.96,-16.56,-20.6,-25.19,-30.19
Clc1cccc(Cl)c1NC2=NCCN2,Clc1cccc(Cl)c1NC2=[NH+]CCN2,0,2,0,-0.08,-0.08,0.11,0.75,1.31,2.13,3.12,4.52
Clc1cccc(Cl)c1NC2=NCCN2,Clc1cccc(Cl)c1NC2=[NH+]CCN2,1,0,0,-2,-4,-8.4,-13.3,-15.5,-17.4,-18.9,-19.6
Clc1ccccc1c2nnc(nn2)c3ccccc3Cl,Clc1ccccc1c2[nH+]nc(nn2)c3ccccc3Cl,0,2,0,0.39,1.04,2.06,3.5,4.42,5.63,7.17,8.74
Clc1ccccc1c2nnc(nn2)c3ccccc3Cl,Clc1ccccc1c2[nH+]nc(nn2)c3ccccc3Cl,1,0,0,-1.64,-1.99,-3.61,-5.23,-6.34,-7.64,-9.05,-10.71
CN(C(=O)C=C)c1ccccc1,CN(C(=[OH+])C=C)c1ccccc1,0,2,0,0.4,1,2,3.5,4.99,6.6,7.71,7.7
CN(C(=O)C=C)c1ccccc1,CN(C(=[OH+])C=C)c1ccccc1,1,0,0,-4,-8.3,-13.5,-26.3,-31.34,-34.6,-36.46,-37.3
CN(C(=O)COc1sc2ccccc2n1)c3ccccc3,CN(C(=[OH+])COc1sc2ccccc2n1)c3ccccc3,0,2,0,0.37,1.06,2.15,3.96,5.2,6.52,8.12,10.01
CN(C(=O)COc1sc2ccccc2n1)c3ccccc3,CN(C(=[OH+])COc1sc2ccccc2n1)c3ccccc3,1,2,0,-0.4,-0.68,-0.07,0.53,1.39,2.41,3.86,5.6
CN(C)[S](=O)(=O)n1c(nc(Cl)c1c2ccc(C)cc2)C#N,CN(C)[S](=O)(=O)n1c([nH+]c(Cl)c1c2ccc(C)cc2)C#N,0,2,0,0.37,0.81,1.55,2.67,3.4,4.3,5.45,6.83
CN(C)C(=O)C(CCN1CCC(O)(CC1)c2ccc(Cl)cc2)(c3ccccc3)c4ccccc4,CN(C)C(=[OH+])C(CCN1CCC(O)(CC1)c2ccc(Cl)cc2)(c3ccccc3)c4ccccc4,0,2,0,0.76,1.37,2.3,3.76,4.79,5.86,7.17,8.72
CN(C)C(=O)C(CCN1CCC(O)(CC1)c2ccc(Cl)cc2)(c3ccccc3)c4ccccc4,CN(C)C(=[OH+])C(CCN1CCC(O)(CC1)c2ccc(Cl)cc2)(c3ccccc3)c4ccccc4,1,2,0,1.55,2.1,3.2,4.5,5.3,6.3,7.5,8.9
CN(C)C(=O)Cc1n2cc(C)ccc2nc1c3ccc(C)cc3,CN(C)C(=[OH+])Cc1n2cc(C)ccc2nc1c3ccc(C)cc3,0,2,0,0.33,0.86,1.79,3.25,4.2,5.39,6.81,8.64
CN(C)C(=O)Cc1n2cc(C)ccc2nc1c3ccc(C)cc3,CN(C)C(=[OH+])Cc1n2cc(C)ccc2nc1c3ccc(C)cc3,1,1,0,-0.35,-1.1,-2.2,-2.5,-2.3,-1.1,-0.1,1.1
CN(C)C(=O)Nc1ccc(C)c(Cl)c1,CN(C)C(=[OH+])Nc1ccc(C)c(Cl)c1,0,2,0,0.2,0.65,1.38,2.73,3.66,4.64,6.13,7.64
CN(C)C(=O)Nc1ccc(C)c(Cl)c1,CN(C)C(=[OH+])Nc1ccc(C)c(Cl)c1,1,0,0,-2.99,-5.17,-9.57,-13.97,-16.43,-18.92,-20.99,-23.98
CN(C)C(=O)Nc1ccc(Cl)c(Cl)c1,CN(C)C(=[OH+])Nc1ccc(Cl)c(Cl)c1,0,2,0,0.29,0.68,1.3,2.21,2.82,3.62,4.53,5.79
CN(C)C(=O)Nc1ccc(Cl)c(Cl)c1,CN(C)C(=[OH+])Nc1ccc(Cl)c(Cl)c1,1,0,0,-3.05,-5.21,-9.22,-13.23,-15.59,-17.9,-22.5,-25.03
CN(C)C(=O)Nc1ccc(Cl)cc1,CN(C)C(=[OH+])Nc1ccc(Cl)cc1,0,2,0,0,-0.1,-0.09,0.45,1.04,1.9,3.09,4.66
CN(C)C(=O)Nc1ccc(Oc2ccc(Cl)cc2)cc1,CN(C)C(=[OH+])Nc1ccc(Oc2ccc(Cl)cc2)cc1,0,2,0,0.78,1.59,2.87,4.8,6.07,7.61,9.27,11.14
CN(C)C(=O)Nc1ccc(Oc2ccc(Cl)cc2)cc1,CN(C)C(=[OH+])Nc1ccc(Oc2ccc(Cl)cc2)cc1,1,0,0,-1.5,-2.7,-5.28,-7.86,-9.46,-10.94,-12.41,-13.59
CN(C)C(=O)Nc1ccccc1,CN(C)C(=[OH+])Nc1ccccc1,0,2,0,-0.93,-0.49,1.2,3.6,4.85,6.13,7.4,8.93
CN(C)C(=O)Nc1ccccc1,CN(C)C(=[OH+])Nc1ccccc1,1,0,0,-4.31,-7.51,-14.32,-21.14,-24.46,-27.34,-29.34,-30.41
CN(C)C(=O)NC1CCCCCCC1,CN(C)C(=[OH+])NC1CCCCCCC1,0,2,0,0.42,1,2,3.67,4.82,6.21,7.93,9.87
CN(C)C(=O)NC1CCCCCCC1,CN(C)C(=[OH+])NC1CCCCCCC1,1,0,0,-2.41,-4.21,-8.46,-12.72,-15.63,-18.47,-21.06,-23.28
CN(C)C(=O)Oc1nc(nc(C)c1C)N(C)C,CN(C)C(=[OH+])Oc1nc(nc(C)c1C)N(C)C,0,2,0,0.33,0.8,1.67,3.11,4.13,5.45,6.94,8.79
CN(C)C(=O)Oc1nc(nc(C)c1C)N(C)C,CN(C)C(=[OH+])Oc1nc(nc(C)c1C)N(C)C,1,2,0,0,-0.01,1.17,2.35,3.41,4.66,6.32,8.17
